Order_ID,Order_Date,Customer_Location,Customer_ID,Age,Occupation,Gender,Category_Name,Category_ID,Product_ID,Product_Name,Quantity_Sold,Material,Unit_Price ($),Total_Revenue ($),Eco_Certification,Manufacturing_Emission (kg CO2),Water_Usage (liters),Percentage_Recycled_Material (%),Carbon_Offset_Investment ($),Return_Status,Return_Reason,Customer_Feedback
ORD-000122,2024-09-28,"Canada, Victoria",CUST-00122,20,Proofreader,Other,Jacket,CAT-04,JA-5315,Jacket Style,2,Recycled Polyester,175,350,None,3.72,2941,10,0.19,Not Returned,,Poor
ORD-000123,2025-02-23,"Germany, Berlin",CUST-00123,54,Clinical psychologist,Male,Bag,CAT-06,BA-2298,Bag Eco,5,Hemp,120,600,OEKO-TEX,13.39,1934,54,0.67,Not Returned,,Excellent
ORD-000124,2024-01-06,"Germany, Berlin",CUST-00124,41,Location manager,Female,Jacket,CAT-04,JA-3435,Jacket Style,5,Recycled Polyester,185,925,GOTS,3.77,1937,59,0.19,Not Returned,,Average
ORD-000125,2023-12-15,"Australia, Melbourne",CUST-00125,45,Fast food restaurant manager,Other,Shoes,CAT-05,SHO-3269,Shoes Style,2,Organic Cotton,170,340,GOTS,11.86,894,93,0.59,Not Returned,,Good
ORD-000126,2023-06-09,"New Zealand, Wellington",CUST-00126,23,Occupational hygienist,Male,Jacket,CAT-04,JA-6932,Jacket Eco,4,Linen,230,920,B Corp,2.27,1288,47,0.11,Not Returned,,Excellent
ORD-000127,2024-09-29,"USA, Boulder",CUST-00127,52,Dietitian,Male,Dress,CAT-03,DR-2564,Dress Eco,1,Recycled Polyester,110,110,OEKO-TEX,7.19,1705,37,0.36,Not Returned,,Good
ORD-000128,2025-02-04,"Canada, Victoria",CUST-00128,27,Data processing manager,Male,Bag,CAT-06,BA-8554,Bag Eco,2,Recycled Polyester,85,170,OEKO-TEX,11.45,2042,98,0.57,Not Returned,,Excellent
ORD-000129,2023-11-03,"USA, Seattle",CUST-00129,46,Clinical cytogeneticist,Female,Dress,CAT-03,DR-3361,Dress Style,1,Hemp,130,130,B Corp,8.86,1836,52,0.44,Not Returned,,Excellent
ORD-000130,2024-01-01,"USA, Berkeley",CUST-00130,29,Tax adviser,Female,Dress,CAT-03,DR-2169,Dress Classic,2,Linen,140,280,GOTS,5.41,1260,18,0.27,Not Returned,,Good
ORD-000131,2024-06-13,"USA, Portland",CUST-00131,26,Sales executive,Female,Shoes,CAT-05,SHO-3106,Shoes Green,1,Linen,180,180,GOTS,12.2,898,87,0.61,Not Returned,,Excellent
ORD-000132,2024-05-17,"Canada, Victoria",CUST-00132,20,Government social research officer,Other,Pants,CAT-02,PA-5156,Pants Classic,2,Organic Cotton,75,150,GOTS,13.0,790,94,0.65,Not Returned,,Good
ORD-000133,2023-10-16,"Canada, Vancouver",CUST-00133,43,Best boy,Male,Bag,CAT-06,BA-1332,Bag Classic,3,Organic Cotton,105,315,Fair Trade,13.38,1861,80,0.67,Not Returned,,Excellent
ORD-000134,2023-08-25,"USA, Boulder",CUST-00134,36,Sub,Female,Shirt,CAT-01,SHI-3053,Shirt Classic,2,Hemp,55,110,OEKO-TEX,10.47,905,52,0.52,Not Returned,,Average
ORD-000135,2024-10-14,"New Zealand, Wellington",CUST-00135,47,Web designer,Female,Shirt,CAT-01,SHI-8872,Shirt Green,2,Hemp,65,130,Fair Trade,4.97,1584,54,0.25,Returned,Wrong Size,Good
ORD-000136,2024-08-06,"Canada, Vancouver",CUST-00136,52,Editorial assistant,Male,Bag,CAT-06,BA-7088,Bag Classic,4,Recycled Polyester,95,380,Fair Trade,12.61,875,87,0.63,Returned,Not as Expected,Good
ORD-000137,2024-05-20,"Norway, Oslo",CUST-00137,26,Passenger transport manager,Male,Dress,CAT-03,DR-7486,Dress Classic,4,Hemp,135,540,GOTS,7.57,1036,71,0.38,Not Returned,,Poor
ORD-000138,2023-11-01,"New Zealand, Wellington",CUST-00138,34,Architectural technologist,Female,Jacket,CAT-04,JA-7499,Jacket Green,3,Recycled Polyester,175,525,OEKO-TEX,14.79,2237,88,0.74,Not Returned,,Excellent
ORD-000139,2023-12-16,"USA, Santa Cruz",CUST-00139,29,Investment analyst,Male,Pants,CAT-02,PA-1909,Pants Style,3,Bamboo,85,255,OEKO-TEX,12.1,2989,65,0.6,Not Returned,,Average
ORD-000140,2023-04-15,"Germany, Freiburg",CUST-00140,46,Magazine features editor,Other,Shirt,CAT-01,SHI-4047,Shirt Eco,5,Organic Cotton,50,250,GOTS,7.86,571,44,0.39,Not Returned,,Excellent
ORD-000141,2024-03-25,"USA, Seattle",CUST-00141,23,"Therapist, drama",Male,Shoes,CAT-05,SHO-6919,Shoes Eco,1,Organic Cotton,165,165,GOTS,9.84,1680,80,0.49,Not Returned,,Excellent
ORD-000142,2024-03-21,"Sweden, Stockholm",CUST-00142,36,English as a foreign language teacher,Female,Pants,CAT-02,PA-7983,Pants Eco,1,Bamboo,85,85,OEKO-TEX,11.96,1876,24,0.6,Returned,Other,Good
ORD-000143,2025-02-19,"Sweden, Stockholm",CUST-00143,38,Chemical engineer,Female,Dress,CAT-03,DR-4052,Dress Classic,1,Hemp,135,135,B Corp,10.54,2150,66,0.53,Not Returned,,Excellent
ORD-000144,2024-02-04,"Canada, Victoria",CUST-00144,49,Optometrist,Female,Jacket,CAT-04,JA-4917,Jacket Style,2,Recycled Polyester,175,350,OEKO-TEX,13.15,521,29,0.66,Not Returned,,Excellent
ORD-000145,2023-05-31,"USA, Boulder",CUST-00145,46,"Engineer, mining",Female,Shoes,CAT-05,SHO-7592,Shoes Eco,3,Bamboo,150,450,OEKO-TEX,8.82,2392,10,0.44,Not Returned,,Average
ORD-000146,2023-12-18,"Norway, Bergen",CUST-00146,20,Dealer,Other,Pants,CAT-02,PA-5443,Pants Green,1,Hemp,100,100,Fair Trade,8.47,1954,70,0.42,Not Returned,,Excellent
ORD-000147,2023-11-15,"Norway, Oslo",CUST-00147,21,"Designer, multimedia",Female,Shirt,CAT-01,SHI-1694,Shirt Green,1,Hemp,60,60,GOTS,9.29,619,76,0.46,Not Returned,,Good
ORD-000148,2024-04-27,"Canada, Victoria",CUST-00148,54,Nutritional therapist,Female,Shirt,CAT-01,SHI-8661,Shirt Style,3,Linen,50,150,GOTS,10.03,2469,65,0.5,Not Returned,,Excellent
ORD-000149,2024-10-07,"Canada, Victoria",CUST-00149,42,Operational researcher,Female,Jacket,CAT-04,JA-9361,Jacket Eco,2,Hemp,230,460,Fair Trade,12.0,1272,19,0.6,Not Returned,,Excellent
ORD-000150,2024-03-25,"Sweden, Stockholm",CUST-00150,28,Higher education careers adviser,Female,Pants,CAT-02,PA-4824,Pants Classic,4,Linen,95,380,Fair Trade,6.91,1373,32,0.35,Not Returned,,Poor
ORD-000151,2023-08-09,"USA, Portland",CUST-00151,32,"Pilot, airline",Other,Shirt,CAT-01,SHI-7710,Shirt Classic,5,Recycled Polyester,40,200,B Corp,5.03,638,34,0.25,Not Returned,,Excellent
ORD-000152,2024-08-05,"USA, San Francisco",CUST-00152,52,Commercial/residential surveyor,Male,Shirt,CAT-01,SHI-5606,Shirt Green,3,Bamboo,55,165,None,8.55,2450,68,0.43,Not Returned,,Average
ORD-000153,2024-03-09,"Canada, Victoria",CUST-00153,24,Air broker,Male,Bag,CAT-06,BA-4669,Bag Classic,4,Organic Cotton,115,460,Fair Trade,5.83,723,64,0.29,Not Returned,,Good
ORD-000154,2024-08-15,"USA, San Francisco",CUST-00154,48,"Conservator, museum/gallery",Female,Jacket,CAT-04,JA-7196,Jacket Style,5,Hemp,230,1150,Fair Trade,14.31,2661,17,0.72,Not Returned,,Excellent
ORD-000155,2023-11-17,"New Zealand, Wellington",CUST-00155,33,Administrator,Female,Bag,CAT-06,BA-2577,Bag Green,5,Recycled Polyester,95,475,OEKO-TEX,8.24,1121,81,0.41,Not Returned,,Excellent
ORD-000156,2024-06-08,"USA, Burlington",CUST-00156,50,"Doctor, general practice",Female,Pants,CAT-02,PA-9803,Pants Eco,1,Bamboo,80,80,OEKO-TEX,2.31,1877,90,0.12,Not Returned,,Average
ORD-000157,2025-01-27,"Germany, Freiburg",CUST-00157,48,Chartered management accountant,Female,Shoes,CAT-05,SHO-5251,Shoes Green,3,Organic Cotton,150,450,Fair Trade,9.66,2106,38,0.48,Returned,Not as Expected,Excellent
ORD-000158,2024-11-30,"USA, Berkeley",CUST-00158,30,Learning disability nurse,Female,Bag,CAT-06,BA-8635,Bag Green,3,Linen,110,330,None,8.05,2507,16,0.4,Not Returned,,Good
ORD-000159,2024-11-12,"USA, Santa Cruz",CUST-00159,29,"Education officer, community",Male,Jacket,CAT-04,JA-8408,Jacket Style,5,Recycled Polyester,195,975,Fair Trade,11.84,804,35,0.59,Not Returned,,Poor
ORD-000160,2023-09-04,"Germany, Freiburg",CUST-00160,55,Graphic designer,Other,Shoes,CAT-05,SHO-9980,Shoes Classic,1,Bamboo,175,175,None,9.76,1885,35,0.49,Not Returned,,Excellent
ORD-000161,2025-01-25,"USA, Boulder",CUST-00161,21,Chief of Staff,Male,Shoes,CAT-05,SHO-5028,Shoes Style,5,Recycled Polyester,130,650,GOTS,8.35,662,11,0.42,Not Returned,,Excellent
ORD-000162,2025-02-26,"USA, Portland",CUST-00162,54,Insurance underwriter,Female,Jacket,CAT-04,JA-8631,Jacket Eco,4,Organic Cotton,195,780,None,6.33,1709,55,0.32,Not Returned,,Good
ORD-000163,2025-03-29,"Australia, Melbourne",CUST-00163,22,Learning mentor,Female,Shirt,CAT-01,SHI-3397,Shirt Green,2,Recycled Polyester,45,90,Fair Trade,13.46,1814,32,0.67,Not Returned,,Good
ORD-000164,2024-05-16,"Germany, Freiburg",CUST-00164,49,Financial risk analyst,Male,Pants,CAT-02,PA-1565,Pants Style,1,Hemp,105,105,OEKO-TEX,2.52,844,70,0.13,Not Returned,,Excellent
ORD-000165,2024-08-21,"Germany, Freiburg",CUST-00165,27,"Psychologist, counselling",Male,Bag,CAT-06,BA-8598,Bag Style,2,Recycled Polyester,95,190,GOTS,8.8,909,71,0.44,Not Returned,,Excellent
ORD-000166,2024-06-05,"USA, Berkeley",CUST-00166,39,"Therapist, drama",Female,Pants,CAT-02,PA-4149,Pants Style,3,Linen,95,285,Fair Trade,14.98,1639,99,0.75,Not Returned,,Excellent
ORD-000167,2024-05-12,"USA, Boulder",CUST-00167,33,Educational psychologist,Male,Jacket,CAT-04,JA-3618,Jacket Classic,5,Organic Cotton,195,975,GOTS,10.44,1456,89,0.52,Not Returned,,Good
ORD-000168,2024-02-21,"Netherlands, Amsterdam",CUST-00168,26,Proofreader,Female,Bag,CAT-06,BA-3603,Bag Style,4,Organic Cotton,95,380,B Corp,4.74,2309,42,0.24,Not Returned,,Average
ORD-000169,2024-11-23,"Sweden, Stockholm",CUST-00169,41,Research scientist (physical sciences),Male,Pants,CAT-02,PA-5637,Pants Classic,5,Recycled Polyester,70,350,Fair Trade,6.32,1306,66,0.32,Not Returned,,Good
ORD-000170,2024-01-20,"Australia, Melbourne",CUST-00170,27,Community arts worker,Female,Dress,CAT-03,DR-3626,Dress Classic,1,Bamboo,135,135,B Corp,10.81,2294,81,0.54,Not Returned,,Good
ORD-000171,2023-06-05,"USA, Berkeley",CUST-00171,42,Midwife,Female,Pants,CAT-02,PA-2450,Pants Green,3,Organic Cotton,75,225,B Corp,4.67,1007,27,0.23,Not Returned,,Good
ORD-000172,2024-12-08,"Netherlands, Amsterdam",CUST-00172,24,Sports coach,Female,Jacket,CAT-04,JA-1886,Jacket Eco,2,Linen,240,480,OEKO-TEX,6.49,1352,42,0.32,Not Returned,,Excellent
ORD-000173,2025-02-18,"Norway, Oslo",CUST-00173,45,Land,Female,Bag,CAT-06,BA-6676,Bag Style,3,Hemp,125,375,GOTS,10.73,2518,78,0.54,Not Returned,,Excellent
ORD-000174,2023-12-08,"Germany, Freiburg",CUST-00174,28,Early years teacher,Male,Bag,CAT-06,BA-1707,Bag Classic,5,Organic Cotton,105,525,OEKO-TEX,3.64,1328,75,0.18,Not Returned,,Average
ORD-000175,2024-07-27,"USA, Portland",CUST-00175,34,Horticultural consultant,Male,Dress,CAT-03,DR-6581,Dress Eco,5,Organic Cotton,120,600,OEKO-TEX,7.72,2607,19,0.39,Not Returned,,Excellent
ORD-000176,2023-05-29,"USA, San Francisco",CUST-00176,30,Child psychotherapist,Female,Dress,CAT-03,DR-4072,Dress Style,1,Recycled Polyester,105,105,OEKO-TEX,2.26,2574,59,0.11,Not Returned,,Excellent
ORD-000177,2024-02-15,"Netherlands, Amsterdam",CUST-00177,21,Risk manager,Female,Shoes,CAT-05,SHO-1172,Shoes Green,5,Linen,160,800,Fair Trade,10.63,1212,38,0.53,Not Returned,,Average
ORD-000178,2025-01-07,"Norway, Bergen",CUST-00178,38,Special educational needs teacher,Female,Shoes,CAT-05,SHO-7940,Shoes Style,4,Recycled Polyester,140,560,B Corp,11.22,563,75,0.56,Returned,Defective,Average
ORD-000179,2024-01-12,"Netherlands, Amsterdam",CUST-00179,20,Tourism officer,Male,Pants,CAT-02,PA-2908,Pants Classic,4,Hemp,100,400,Fair Trade,4.15,1828,46,0.21,Not Returned,,Good
ORD-000180,2024-05-19,"USA, Seattle",CUST-00180,42,Chartered management accountant,Female,Dress,CAT-03,DR-3581,Dress Style,5,Hemp,135,675,Fair Trade,3.76,696,55,0.19,Not Returned,,Good
ORD-000181,2024-09-16,"USA, Seattle",CUST-00181,51,Psychiatrist,Male,Shirt,CAT-01,SHI-9420,Shirt Green,2,Linen,55,110,Fair Trade,11.28,2413,44,0.56,Not Returned,,Excellent
ORD-000182,2023-09-16,"Canada, Victoria",CUST-00182,46,Art therapist,Other,Shoes,CAT-05,SHO-7059,Shoes Eco,2,Hemp,170,340,GOTS,13.15,2411,91,0.66,Returned,Wrong Size,Average
ORD-000183,2024-11-17,"Germany, Freiburg",CUST-00183,22,Television/film/video producer,Female,Jacket,CAT-04,JA-3217,Jacket Classic,1,Bamboo,235,235,GOTS,14.56,976,18,0.73,Not Returned,,Poor
ORD-000184,2023-06-01,"Germany, Berlin",CUST-00184,25,Field seismologist,Female,Dress,CAT-03,DR-9752,Dress Classic,5,Recycled Polyester,115,575,Fair Trade,2.46,2845,65,0.12,Returned,Defective,Excellent
ORD-000185,2025-02-12,"Norway, Bergen",CUST-00185,43,Optometrist,Other,Shirt,CAT-01,SHI-8123,Shirt Green,1,Bamboo,55,55,OEKO-TEX,4.77,1014,12,0.24,Not Returned,,Excellent
ORD-000186,2023-07-11,"New Zealand, Wellington",CUST-00186,43,Oncologist,Male,Shoes,CAT-05,SHO-4825,Shoes Classic,1,Linen,185,185,GOTS,10.85,1217,87,0.54,Not Returned,,Excellent
ORD-000187,2023-07-06,"New Zealand, Wellington",CUST-00187,32,"Designer, blown glass/stained glass",Male,Bag,CAT-06,BA-5217,Bag Style,1,Recycled Polyester,95,95,GOTS,8.66,1678,32,0.43,Not Returned,,Poor
ORD-000188,2024-06-16,"Netherlands, Amsterdam",CUST-00188,20,Horticultural therapist,Female,Shoes,CAT-05,SHO-5936,Shoes Style,4,Linen,175,700,B Corp,13.06,1162,76,0.65,Not Returned,,Good
ORD-000189,2025-04-04,"Canada, Vancouver",CUST-00189,29,Bonds trader,Male,Pants,CAT-02,PA-5467,Pants Classic,5,Recycled Polyester,70,350,GOTS,11.93,2984,80,0.6,Not Returned,,Average
ORD-000190,2025-02-07,"New Zealand, Wellington",CUST-00190,24,"Engineer, aeronautical",Male,Dress,CAT-03,DR-5829,Dress Classic,5,Bamboo,120,600,None,2.33,2086,82,0.12,Returned,Not as Expected,Excellent
ORD-000191,2024-08-10,"New Zealand, Wellington",CUST-00191,22,Furniture conservator/restorer,Male,Bag,CAT-06,BA-9458,Bag Style,1,Organic Cotton,100,100,GOTS,12.41,2647,27,0.62,Returned,Wrong Size,Excellent
ORD-000192,2024-06-13,"New Zealand, Wellington",CUST-00192,41,Arts development officer,Female,Bag,CAT-06,BA-7696,Bag Style,3,Linen,115,345,Fair Trade,5.12,2369,31,0.26,Not Returned,,Average
ORD-000193,2024-09-23,"USA, Boulder",CUST-00193,43,Drilling engineer,Female,Shoes,CAT-05,SHO-4466,Shoes Eco,2,Organic Cotton,140,280,B Corp,14.46,2857,50,0.72,Not Returned,,Average
ORD-000194,2024-12-18,"USA, Santa Cruz",CUST-00194,30,Transport planner,Other,Bag,CAT-06,BA-8168,Bag Style,3,Linen,125,375,OEKO-TEX,3.91,1254,18,0.2,Not Returned,,Good
ORD-000195,2023-06-22,"Netherlands, Amsterdam",CUST-00195,41,Broadcast journalist,Female,Pants,CAT-02,PA-5836,Pants Style,5,Hemp,105,525,GOTS,2.36,853,41,0.12,Not Returned,,Average
ORD-000196,2024-04-26,"Norway, Oslo",CUST-00196,54,"Designer, multimedia",Other,Shirt,CAT-01,SHI-1692,Shirt Eco,2,Recycled Polyester,45,90,OEKO-TEX,5.54,2652,92,0.28,Returned,Defective,Average
ORD-000197,2024-05-20,"USA, Seattle",CUST-00197,50,Audiological scientist,Other,Shirt,CAT-01,SHI-5885,Shirt Style,1,Recycled Polyester,50,50,None,4.79,1222,50,0.24,Not Returned,,Excellent
ORD-000198,2024-05-16,"New Zealand, Wellington",CUST-00198,31,Teaching laboratory technician,Male,Shirt,CAT-01,SHI-6937,Shirt Eco,2,Bamboo,50,100,Fair Trade,11.63,2777,27,0.58,Not Returned,,Excellent
ORD-000199,2024-02-07,"New Zealand, Wellington",CUST-00199,52,Sub,Male,Shirt,CAT-01,SHI-5744,Shirt Green,3,Hemp,60,180,None,3.6,2303,55,0.18,Not Returned,,Good
ORD-000200,2023-12-12,"Sweden, Stockholm",CUST-00200,33,Orthoptist,Female,Shoes,CAT-05,SHO-5910,Shoes Classic,1,Linen,155,155,OEKO-TEX,10.49,991,23,0.52,Not Returned,,Excellent
ORD-000201,2024-05-17,"Germany, Freiburg",CUST-00201,50,Writer,Female,Dress,CAT-03,DR-6362,Dress Green,3,Hemp,155,465,OEKO-TEX,11.12,1734,56,0.56,Not Returned,,Good
ORD-000202,2025-02-13,"Sweden, Stockholm",CUST-00202,44,Drilling engineer,Male,Jacket,CAT-04,JA-8886,Jacket Style,4,Organic Cotton,205,820,OEKO-TEX,9.98,1160,32,0.5,Not Returned,,Good
ORD-000203,2025-01-16,"Germany, Freiburg",CUST-00203,47,Leisure centre manager,Male,Pants,CAT-02,PA-3285,Pants Classic,4,Linen,100,400,Fair Trade,10.44,794,42,0.52,Not Returned,,Excellent
ORD-000204,2024-09-30,"USA, Burlington",CUST-00204,35,Banker,Female,Bag,CAT-06,BA-3842,Bag Classic,2,Hemp,120,240,B Corp,7.53,2572,44,0.38,Returned,No Reason,Good
ORD-000205,2024-12-28,"USA, Portland",CUST-00205,55,Press sub,Female,Bag,CAT-06,BA-2462,Bag Eco,2,Linen,110,220,B Corp,9.96,2626,57,0.5,Not Returned,,Good
ORD-000206,2024-11-06,"Canada, Vancouver",CUST-00206,38,Water engineer,Female,Bag,CAT-06,BA-1768,Bag Eco,2,Hemp,120,240,Fair Trade,8.01,2028,37,0.4,Not Returned,,Good
ORD-000207,2023-08-21,"USA, Boulder",CUST-00207,43,Clinical research associate,Male,Bag,CAT-06,BA-1988,Bag Green,3,Linen,115,345,Fair Trade,5.7,2635,99,0.29,Returned,Not as Expected,Average
ORD-000208,2023-05-20,"Canada, Vancouver",CUST-00208,44,Contractor,Female,Jacket,CAT-04,JA-5315,Jacket Style,3,Recycled Polyester,185,555,B Corp,10.06,1883,99,0.5,Not Returned,,Average
ORD-000209,2025-03-26,"USA, Seattle",CUST-00209,44,Diagnostic radiographer,Male,Shirt,CAT-01,SHI-3657,Shirt Eco,2,Recycled Polyester,40,80,GOTS,11.72,2386,40,0.59,Not Returned,,Good
ORD-000210,2025-04-09,"Germany, Berlin",CUST-00210,46,"Engineer, drilling",Male,Jacket,CAT-04,JA-3205,Jacket Eco,1,Bamboo,225,225,B Corp,14.55,2549,82,0.73,Not Returned,,Excellent
ORD-000211,2024-07-25,"USA, Seattle",CUST-00211,35,Insurance underwriter,Female,Bag,CAT-06,BA-8222,Bag Eco,5,Recycled Polyester,90,450,B Corp,3.24,1196,77,0.16,Not Returned,,Excellent
ORD-000212,2023-06-04,"Germany, Freiburg",CUST-00212,41,"Scientist, water quality",Male,Jacket,CAT-04,JA-1897,Jacket Classic,1,Bamboo,235,235,GOTS,5.92,2001,30,0.3,Not Returned,,Excellent
ORD-000213,2024-07-09,"USA, Berkeley",CUST-00213,20,Regulatory affairs officer,Female,Jacket,CAT-04,JA-3442,Jacket Eco,5,Linen,215,1075,OEKO-TEX,7.49,1821,97,0.37,Not Returned,,Good
ORD-000214,2024-03-12,"USA, Santa Cruz",CUST-00214,34,Personnel officer,Male,Shoes,CAT-05,SHO-8932,Shoes Style,5,Linen,180,900,OEKO-TEX,14.62,1752,52,0.73,Returned,Other,Poor
ORD-000215,2024-07-10,"Sweden, Stockholm",CUST-00215,26,Pathologist,Male,Jacket,CAT-04,JA-1466,Jacket Style,2,Linen,230,460,Fair Trade,14.57,1262,19,0.73,Not Returned,,Excellent
ORD-000216,2025-03-01,"USA, Boulder",CUST-00216,37,Agricultural engineer,Female,Shoes,CAT-05,SHO-7011,Shoes Classic,2,Organic Cotton,155,310,GOTS,9.32,1333,58,0.47,Not Returned,,Good
ORD-000217,2023-11-24,"USA, Berkeley",CUST-00217,36,Quarry manager,Female,Shoes,CAT-05,SHO-8640,Shoes Classic,1,Recycled Polyester,135,135,GOTS,10.71,1075,59,0.54,Not Returned,,Average
ORD-000218,2023-04-27,"USA, Berkeley",CUST-00218,35,"Editor, magazine features",Female,Bag,CAT-06,BA-5060,Bag Style,2,Bamboo,115,230,GOTS,13.33,2283,27,0.67,Returned,Other,Good
ORD-000219,2025-03-14,"Norway, Oslo",CUST-00219,35,"Accountant, chartered public finance",Female,Shoes,CAT-05,SHO-2070,Shoes Green,5,Linen,150,750,B Corp,12.14,937,12,0.61,Not Returned,,Poor
ORD-000220,2023-08-29,"Netherlands, Amsterdam",CUST-00220,26,Building surveyor,Other,Pants,CAT-02,PA-6526,Pants Classic,4,Bamboo,90,360,GOTS,10.76,2232,12,0.54,Not Returned,,Average
ORD-000221,2024-09-19,"USA, Berkeley",CUST-00221,41,"Geologist, wellsite",Male,Shoes,CAT-05,SHO-6033,Shoes Classic,3,Linen,175,525,OEKO-TEX,6.42,2398,34,0.32,Not Returned,,Good
ORD-000222,2024-05-01,"Germany, Berlin",CUST-00222,21,Publishing copy,Male,Pants,CAT-02,PA-2646,Pants Classic,3,Organic Cotton,80,240,OEKO-TEX,10.61,2960,34,0.53,Not Returned,,Poor
ORD-000223,2023-07-06,"Netherlands, Amsterdam",CUST-00223,53,Network engineer,Male,Shoes,CAT-05,SHO-4215,Shoes Eco,5,Organic Cotton,160,800,B Corp,2.38,861,96,0.12,Not Returned,,Excellent
ORD-000224,2023-09-18,"Sweden, Stockholm",CUST-00224,37,Chartered loss adjuster,Male,Jacket,CAT-04,JA-6486,Jacket Green,3,Recycled Polyester,175,525,OEKO-TEX,7.92,1219,30,0.4,Not Returned,,Excellent
ORD-000225,2023-12-06,"Germany, Freiburg",CUST-00225,37,Herpetologist,Female,Jacket,CAT-04,JA-1119,Jacket Classic,3,Recycled Polyester,205,615,OEKO-TEX,12.94,1966,61,0.65,Returned,Wrong Size,Good
ORD-000226,2024-06-27,"USA, Santa Cruz",CUST-00226,38,Building surveyor,Female,Jacket,CAT-04,JA-6452,Jacket Green,1,Recycled Polyester,180,180,GOTS,11.04,560,34,0.55,Not Returned,,Good
ORD-000227,2024-11-30,"USA, Burlington",CUST-00227,48,Adult nurse,Male,Pants,CAT-02,PA-8493,Pants Eco,1,Linen,85,85,GOTS,5.13,1741,49,0.26,Not Returned,,Excellent
ORD-000228,2023-11-28,"Germany, Berlin",CUST-00228,29,"Administrator, sports",Female,Bag,CAT-06,BA-8899,Bag Eco,5,Bamboo,115,575,GOTS,3.45,558,60,0.17,Not Returned,,Excellent
ORD-000229,2023-08-05,"USA, Portland",CUST-00229,38,"Administrator, education",Male,Dress,CAT-03,DR-2168,Dress Classic,1,Hemp,140,140,GOTS,3.93,683,24,0.2,Not Returned,,Average
ORD-000230,2023-05-09,"Norway, Oslo",CUST-00230,21,"Surveyor, hydrographic",Female,Shoes,CAT-05,SHO-1723,Shoes Green,5,Organic Cotton,145,725,Fair Trade,7.11,1306,95,0.36,Not Returned,,Excellent
ORD-000231,2024-01-26,"USA, Seattle",CUST-00231,29,Engineering geologist,Male,Shoes,CAT-05,SHO-6856,Shoes Eco,2,Hemp,195,390,None,6.62,2039,27,0.33,Not Returned,,Good
ORD-000232,2024-10-20,"Canada, Vancouver",CUST-00232,52,"Psychologist, clinical",Female,Dress,CAT-03,DR-9015,Dress Style,2,Organic Cotton,130,260,OEKO-TEX,7.17,2775,36,0.36,Not Returned,,Excellent
ORD-000233,2024-02-24,"Norway, Bergen",CUST-00233,22,Further education lecturer,Male,Dress,CAT-03,DR-7793,Dress Green,3,Bamboo,135,405,Fair Trade,12.77,1019,33,0.64,Not Returned,,Average
ORD-000234,2023-05-06,"USA, Berkeley",CUST-00234,26,Leisure centre manager,Female,Bag,CAT-06,BA-6658,Bag Green,4,Organic Cotton,115,460,GOTS,7.11,1142,75,0.36,Not Returned,,Good
ORD-000235,2024-09-29,"New Zealand, Wellington",CUST-00235,25,"Programmer, systems",Other,Shirt,CAT-01,SHI-9633,Shirt Green,2,Bamboo,55,110,B Corp,9.39,2724,69,0.47,Not Returned,,Excellent
ORD-000236,2024-07-11,"Netherlands, Amsterdam",CUST-00236,39,Media planner,Female,Jacket,CAT-04,JA-1509,Jacket Classic,1,Linen,210,210,GOTS,14.65,634,15,0.73,Not Returned,,Good
ORD-000237,2023-08-28,"USA, Portland",CUST-00237,48,Careers adviser,Female,Jacket,CAT-04,JA-8361,Jacket Green,3,Hemp,255,765,OEKO-TEX,9.69,2135,38,0.48,Returned,Not as Expected,Average
ORD-000238,2025-01-02,"Germany, Freiburg",CUST-00238,45,Dietitian,Male,Jacket,CAT-04,JA-3152,Jacket Style,1,Organic Cotton,205,205,Fair Trade,14.17,2164,31,0.71,Not Returned,,Excellent
ORD-000239,2025-03-31,"Australia, Melbourne",CUST-00239,22,Broadcast presenter,Female,Dress,CAT-03,DR-7220,Dress Eco,5,Linen,140,700,None,11.71,2906,94,0.59,Not Returned,,Excellent
ORD-000240,2023-07-22,"USA, Seattle",CUST-00240,32,Arboriculturist,Male,Dress,CAT-03,DR-6596,Dress Style,2,Organic Cotton,120,240,GOTS,5.38,903,60,0.27,Not Returned,,Average
ORD-000241,2024-08-06,"USA, Boulder",CUST-00241,45,Lobbyist,Female,Shoes,CAT-05,SHO-1791,Shoes Green,1,Organic Cotton,160,160,OEKO-TEX,9.22,2515,83,0.46,Not Returned,,Excellent
ORD-000242,2024-06-19,"Canada, Vancouver",CUST-00242,35,"Restaurant manager, fast food",Female,Pants,CAT-02,PA-7542,Pants Style,4,Recycled Polyester,70,280,B Corp,11.93,2352,94,0.6,Not Returned,,Poor
ORD-000243,2023-08-04,"Norway, Bergen",CUST-00243,43,"Accountant, chartered public finance",Other,Jacket,CAT-04,JA-6672,Jacket Eco,2,Recycled Polyester,175,350,None,9.4,2470,83,0.47,Returned,Wrong Size,Good
